Task_ID,Operator_ID,Machine_ID,Task_Type,Weather,Site_Terrain,Operator_Skill,Machine_Age,Estimated_Time,Actual_Time
T0733,OP02,M02,Hauling,Clear,Rocky,Intermediate,5.5,35,42
T0734,OP02,M02,Hauling,Clear,Flat,Intermediate,5.5,60,70
T0735,OP02,M02,Loading,Clear,Rocky,Intermediate,5.5,30,34
T0736,OP02,M02,Loading,Clear,Sloped,Intermediate,5.5,35,38
T0737,OP03,M03,Excavation,Clear,Sloped,Intermediate,8.1,90,110
T0738,OP03,M03,Excavation,Clear,Muddy,Intermediate,8.1,90,109
T0739,OP03,M03,Loading,Clear,Muddy,Intermediate,8.1,45,54
T0740,OP03,M03,Loading,Clear,Flat,Intermediate,8.1,45,52
T0741,OP03,M03,Excavation,Clear,Muddy,Intermediate,8.1,50,63
T0742,OP04,M04,Excavation,Clear,Sloped,Expert,4.0,90,89
T0743,OP04,M04,Excavation,Clear,Rocky,Expert,4.0,55,55
T0744,OP04,M04,Grading,Clear,Rocky,Expert,4.0,45,51
T0745,OP04,M04,Excavation,Clear,Rocky,Expert,4.0,65,74
T0746,OP05,M05,Hauling,Clear,Muddy,Expert,6.7,55,63
T0747,OP05,M05,Hauling,Clear,Flat,Expert,6.7,45,46
T0748,OP05,M05,Hauling,Clear,Flat,Expert,6.7,40,37
T0749,OP05,M05,Hauling,Clear,Flat,Expert,6.7,50,56
T0750,OP05,M05,Hauling,Clear,Flat,Expert,6.7,60,64
T0751,OP06,M06,Grading,Clear,Flat,Beginner,2.4,55,65
T0752,OP06,M06,Grading,Clear,Rocky,Beginner,2.4,45,60
T0753,OP06,M06,Grading,Clear,Flat,Beginner,2.4,50,55
T0754,OP06,M06,Grading,Clear,Sloped,Beginner,2.4,65,79
T0755,OP07,M01,Loading,Cloudy,Flat,Intermediate,3.2,30,34
T0756,OP07,M01,Trenching,Cloudy,Rocky,Intermediate,3.2,70,84
T0757,OP07,M01,Loading,Cloudy,Flat,Intermediate,3.2,50,53
T0758,OP07,M01,Trenching,Cloudy,Flat,Intermediate,3.2,75,78
T0759,OP07,M01,Loading,Cloudy,Flat,Intermediate,3.2,45,48
T0760,OP07,M01,Excavation,Cloudy,Flat,Intermediate,3.2,85,98
T0761,OP07,M01,Loading,Cloudy,Flat,Intermediate,3.2,35,40
T0762,OP08,M02,Hauling,Cloudy,Rocky,Beginner,5.5,45,55
T0763,OP08,M02,Hauling,Cloudy,Flat,Beginner,5.5,50,62
T0764,OP08,M02,Hauling,Cloudy,Flat,Beginner,5.5,45,56
T0765,OP08,M02,Hauling,Cloudy,Rocky,Beginner,5.5,35,47
T0766,OP08,M02,Hauling,Cloudy,Flat,Beginner,5.5,55,64
T0767,OP08,M02,Loading,Cloudy,Rocky,Beginner,5.5,40,52
T0768,OP09,M03,Loading,Cloudy,Rocky,Intermediate,8.1,40,47
T0769,OP09,M03,Loading,Cloudy,Flat,Intermediate,8.1,35,43
T0770,OP09,M03,Trenching,Cloudy,Muddy,Intermediate,8.1,55,69
T0771,OP09,M03,Loading,Cloudy,Sloped,Intermediate,8.1,25,31
T0772,OP10,M04,Excavation,Cloudy,Flat,Expert,4.0,70,66
T0773,OP10,M04,Grading,Cloudy,Sloped,Expert,4.0,45,47
T0774,OP10,M04,Grading,Cloudy,Sloped,Expert,4.0,65,69
T0775,OP10,M04,Grading,Cloudy,Rocky,Expert,4.0,45,46
T0776,OP11,M05,Hauling,Cloudy,Flat,Beginner,6.7,40,50
T0777,OP11,M05,Hauling,Cloudy,Flat,Beginner,6.7,45,53
T0778,OP11,M05,Hauling,Cloudy,Rocky,Beginner,6.7,35,45
T0779,OP11,M05,Hauling,Cloudy,Rocky,Beginner,6.7,50,65
T0780,OP12,M06,Grading,Cloudy,Flat,Expert,2.4,40,41
T0781,OP12,M06,Grading,Cloudy,Muddy,Expert,2.4,45,50
T0782,OP12,M06,Grading,Cloudy,Flat,Expert,2.4,65,65
T0783,OP12,M06,Grading,Cloudy,Flat,Expert,2.4,65,67
T0784,OP12,M06,Grading,Cloudy,Sloped,Expert,2.4,70,77
T0785,OP12,M06,Grading,Cloudy,Flat,Expert,2.4,70,71
T0786,OP12,M06,Grading,Cloudy,Flat,Expert,2.4,70,66
T0787,OP01,M01,Excavation,Clear,Muddy,Beginner,3.2,80,105
T0788,OP01,M01,Loading,Clear,Sloped,Beginner,3.2,30,38
T0789,OP01,M01,Loading,Clear,Rocky,Beginner,3.2,30,37
T0790,OP01,M01,Loading,Clear,Sloped,Beginner,3.2,45,55
T0791,OP02,M02,Loading,Clear,Sloped,Intermediate,5.5,25,27
T0792,OP02,M02,Hauling,Clear,Rocky,Intermediate,5.5,35,39
T0793,OP02,M02,Loading,Clear,Flat,Intermediate,5.5,50,56
T0794,OP02,M02,Loading,Clear,Rocky,Intermediate,5.5,45,53
T0795,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,80,89
T0796,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,75,89
T0797,OP03,M03,Loading,Clear,Rocky,Intermediate,8.1,25,31
T0798,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,70,78
T0799,OP03,M03,Trenching,Clear,Flat,Intermediate,8.1,50,57
T0800,OP03,M03,Excavation,Clear,Rocky,Intermediate,8.1,80,94
T0801,OP04,M04,Grading,Clear,Sloped,Expert,4.0,65,68
T0802,OP04,M04,Excavation,Clear,Flat,Expert,4.0,50,49
T0803,OP04,M04,Excavation,Clear,Muddy,Expert,4.0,70,76
T0804,OP05,M05,Hauling,Clear,Sloped,Expert,6.7,55,62
T0805,OP05,M05,Hauling,Clear,Muddy,Expert,6.7,55,64
T0806,OP05,M05,Hauling,Clear,Flat,Expert,6.7,50,51
T0807,OP05,M05,Hauling,Clear,Rocky,Expert,6.7,60,68
T0808,OP06,M06,Grading,Clear,Sloped,Beginner,2.4,65,82
T0809,OP06,M06,Grading,Clear,Muddy,Beginner,2.4,65,93
T0810,OP06,M06,Grading,Clear,Sloped,Beginner,2.4,70,91
T0811,OP07,M01,Loading,Clear,Rocky,Intermediate,3.2,35,42
T0812,OP07,M01,Loading,Clear,Muddy,Intermediate,3.2,25,31
T0813,OP07,M01,Excavation,Clear,Flat,Intermediate,3.2,60,65
T0814,OP07,M01,Trenching,Clear,Rocky,Intermediate,3.2,50,62
T0815,OP07,M01,Trenching,Clear,Rocky,Intermediate,3.2,50,57
T0816,OP08,M02,Hauling,Clear,Flat,Beginner,5.5,35,40
T0817,OP08,M02,Loading,Clear,Sloped,Beginner,5.5,40,51
T0818,OP08,M02,Hauling,Clear,Flat,Beginner,5.5,60,71
T0819,OP08,M02,Hauling,Clear,Flat,Beginner,5.5,50,61
T0820,OP09,M03,Excavation,Clear,Muddy,Intermediate,8.1,55,69
T0821,OP09,M03,Loading,Clear,Muddy,Intermediate,8.1,50,63
T0822,OP09,M03,Trenching,Clear,Flat,Intermediate,8.1,60,68
T0823,OP09,M03,Excavation,Clear,Muddy,Intermediate,8.1,65,84
T0824,OP09,M03,Trenching,Clear,Muddy,Intermediate,8.1,80,111
T0825,OP09,M03,Trenching,Clear,Muddy,Intermediate,8.1,55,71
T0826,OP09,M03,Trenching,Clear,Rocky,Intermediate,8.1,60,72
T0827,OP10,M04,Excavation,Clear,Flat,Expert,4.0,55,56
T0828,OP10,M04,Excavation,Clear,Flat,Expert,4.0,60,59
T0829,OP10,M04,Excavation,Clear,Flat,Expert,4.0,50,45
T0830,OP10,M04,Excavation,Clear,Rocky,Expert,4.0,75,69
T0831,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,35,45
T0832,OP11,M05,Hauling,Clear,Flat,Beginner,6.7,60,73
T0833,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,40,51
T0834,OP12,M06,Grading,Clear,Sloped,Expert,2.4,75,75
T0835,OP12,M06,Grading,Clear,Flat,Expert,2.4,60,63
T0836,OP12,M06,Grading,Clear,Sloped,Expert,2.4,45,46
T0837,OP12,M06,Grading,Clear,Sloped,Expert,2.4,45,46
T0838,OP12,M06,Grading,Clear,Flat,Expert,2.4,45,41
T0839,OP12,M06,Grading,Clear,Muddy,Expert,2.4,50,53
T0840,OP01,M01,Loading,Cloudy,Flat,Beginner,3.2,40,48
T0841,OP01,M01,Loading,Cloudy,Rocky,Beginner,3.2,45,55
T0842,OP01,M01,Loading,Cloudy,Muddy,Beginner,3.2,25,32
T0843,OP01,M01,Trenching,Cloudy,Flat,Beginner,3.2,45,57
T0844,OP01,M01,Trenching,Cloudy,Muddy,Beginner,3.2,70,94
T0845,OP01,M01,Trenching,Cloudy,Muddy,Beginner,3.2,50,67
T0846,OP02,M02,Hauling,Cloudy,Muddy,Intermediate,5.5,60,74
T0847,OP02,M02,Hauling,Cloudy,Sloped,Intermediate,5.5,30,36
T0848,OP02,M02,Hauling,Cloudy,Flat,Intermediate,5.5,40,44
T0849,OP02,M02,Hauling,Cloudy,Flat,Intermediate,5.5,50,56
T0850,OP02,M02,Loading,Cloudy,Rocky,Intermediate,5.5,30,35
T0851,OP03,M03,Excavation,Cloudy,Muddy,Intermediate,8.1,50,64
T0852,OP03,M03,Trenching,Cloudy,Rocky,Intermediate,8.1,75,92
T0853,OP03,M03,Excavation,Cloudy,Flat,Intermediate,8.1,55,61
T0854,OP03,M03,Trenching,Cloudy,Sloped,Intermediate,8.1,60,73
T0855,OP03,M03,Trenching,Cloudy,Muddy,Intermediate,8.1,65,83
T0856,OP04,M04,Excavation,Cloudy,Muddy,Expert,4.0,50,59
T0857,OP04,M04,Excavation,Cloudy,Flat,Expert,4.0,85,87
T0858,OP04,M04,Grading,Cloudy,Flat,Expert,4.0,50,53
T0859,OP04,M04,Excavation,Cloudy,Flat,Expert,4.0,45,49
T0860,OP05,M05,Hauling,Cloudy,Rocky,Expert,6.7,60,63
T0861,OP05,M05,Hauling,Cloudy,Rocky,Expert,6.7,35,41
T0862,OP05,M05,Hauling,Cloudy,Muddy,Expert,6.7,35,40
T0863,OP05,M05,Hauling,Cloudy,Flat,Expert,6.7,30,31
T0864,OP05,M05,Hauling,Cloudy,Sloped,Expert,6.7,50,58
T0865,OP06,M06,Grading,Cloudy,Flat,Beginner,2.4,45,50
T0866,OP06,M06,Grading,Cloudy,Flat,Beginner,2.4,75,87
T0867,OP06,M06,Grading,Cloudy,Muddy,Beginner,2.4,60,77
T0868,OP07,M01,Excavation,Clear,Flat,Intermediate,3.2,55,58
T0869,OP07,M01,Loading,Clear,Muddy,Intermediate,3.2,35,40
T0870,OP07,M01,Trenching,Clear,Rocky,Intermediate,3.2,65,79
T0871,OP08,M02,Loading,Clear,Flat,Beginner,5.5,25,30
T0872,OP08,M02,Hauling,Clear,Flat,Beginner,5.5,50,60
T0873,OP08,M02,Hauling,Clear,Flat,Beginner,5.5,40,50
T0874,OP08,M02,Hauling,Clear,Muddy,Beginner,5.5,40,51
T0875,OP08,M02,Loading,Clear,Rocky,Beginner,5.5,45,57
T0876,OP08,M02,Loading,Clear,Flat,Beginner,5.5,35,43
T0877,OP09,M03,Trenching,Clear,Rocky,Intermediate,8.1,60,72
T0878,OP09,M03,Loading,Clear,Rocky,Intermediate,8.1,30,36
T0879,OP09,M03,Excavation,Clear,Muddy,Intermediate,8.1,60,76
T0880,OP09,M03,Loading,Clear,Flat,Intermediate,8.1,50,61
T0881,OP09,M03,Loading,Clear,Sloped,Intermediate,8.1,30,33
T0882,OP10,M04,Excavation,Clear,Sloped,Expert,4.0,60,69
T0883,OP10,M04,Grading,Clear,Flat,Expert,4.0,65,65
T0884,OP10,M04,Excavation,Clear,Flat,Expert,4.0,65,65
T0885,OP11,M05,Hauling,Clear,Sloped,Beginner,6.7,55,75
T0886,OP11,M05,Hauling,Clear,Muddy,Beginner,6.7,60,81
T0887,OP11,M05,Hauling,Clear,Flat,Beginner,6.7,55,68
T0888,OP12,M06,Grading,Clear,Flat,Expert,2.4,70,68
T0889,OP12,M06,Grading,Clear,Flat,Expert,2.4,70,67
T0890,OP12,M06,Grading,Clear,Flat,Expert,2.4,65,65
T0891,OP12,M06,Grading,Clear,Rocky,Expert,2.4,55,59
T0892,OP12,M06,Grading,Clear,Muddy,Expert,2.4,70,77
T0893,OP12,M06,Grading,Clear,Sloped,Expert,2.4,60,63
T0894,OP12,M06,Grading,Clear,Flat,Expert,2.4,65,61
T0895,OP01,M01,Excavation,Cloudy,Rocky,Beginner,3.2,75,97
T0896,OP01,M01,Excavation,Cloudy,Rocky,Beginner,3.2,70,86
T0897,OP01,M01,Trenching,Cloudy,Flat,Beginner,3.2,60,73
T0898,OP02,M02,Loading,Cloudy,Flat,Intermediate,5.5,35,40
T0899,OP02,M02,Loading,Cloudy,Flat,Intermediate,5.5,30,35
T0900,OP02,M02,Hauling,Cloudy,Muddy,Intermediate,5.5,60,77
T0901,OP02,M02,Hauling,Cloudy,Flat,Intermediate,5.5,55,59
T0902,OP03,M03,Trenching,Cloudy,Muddy,Intermediate,8.1,60,76
T0903,OP03,M03,Trenching,Cloudy,Sloped,Intermediate,8.1,65,77
T0904,OP03,M03,Excavation,Cloudy,Flat,Intermediate,8.1,75,93
T0905,OP04,M04,Excavation,Cloudy,Flat,Expert,4.0,50,46
T0906,OP04,M04,Grading,Cloudy,Muddy,Expert,4.0,50,56
T0907,OP04,M04,Excavation,Cloudy,Flat,Expert,4.0,90,94
T0908,OP05,M05,Hauling,Cloudy,Muddy,Expert,6.7,55,64
T0909,OP05,M05,Hauling,Cloudy,Rocky,Expert,6.7,55,60
T0910,OP05,M05,Hauling,Cloudy,Flat,Expert,6.7,60,57
T0911,OP05,M05,Hauling,Cloudy,Flat,Expert,6.7,40,42
T0912,OP06,M06,Grading,Cloudy,Rocky,Beginner,2.4,45,58
T0913,OP06,M06,Grading,Cloudy,Muddy,Beginner,2.4,55,76
T0914,OP06,M06,Grading,Cloudy,Flat,Beginner,2.4,40,49
T0915,OP06,M06,Grading,Cloudy,Flat,Beginner,2.4,70,86
T0916,OP06,M06,Grading,Cloudy,Rocky,Beginner,2.4,75,93
T0917,OP06,M06,Grading,Cloudy,Sloped,Beginner,2.4,70,94
T0918,OP06,M06,Grading,Cloudy,Sloped,Beginner,2.4,50,61
T0919,OP07,M01,Trenching,Clear,Flat,Intermediate,3.2,65,68
T0920,OP07,M01,Loading,Clear,Sloped,Intermediate,3.2,35,38
T0921,OP07,M01,Trenching,Clear,Flat,Intermediate,3.2,65,69
T0922,OP07,M01,Excavation,Clear,Muddy,Intermediate,3.2,60,72
T0923,OP08,M02,Loading,Clear,Rocky,Beginner,5.5,35,44
T0924,OP08,M02,Loading,Clear,Flat,Beginner,5.5,30,36
T0925,OP08,M02,Loading,Clear,Flat,Beginner,5.5,40,47
T0926,OP08,M02,Hauling,Clear,Flat,Beginner,5.5,30,34
T0927,OP09,M03,Excavation,Clear,Muddy,Intermediate,8.1,70,87
T0928,OP09,M03,Trenching,Clear,Flat,Intermediate,8.1,75,83
T0929,OP09,M03,Loading,Clear,Muddy,Intermediate,8.1,30,35
T0930,OP09,M03,Excavation,Clear,Flat,Intermediate,8.1,85,100
T0931,OP09,M03,Trenching,Clear,Rocky,Intermediate,8.1,80,95
T0932,OP10,M04,Grading,Clear,Rocky,Expert,4.0,75,77
T0933,OP10,M04,Grading,Clear,Flat,Expert,4.0,65,64
T0934,OP10,M04,Excavation,Clear,Flat,Expert,4.0,60,64
T0935,OP10,M04,Grading,Clear,Flat,Expert,4.0,60,59
T0936,OP10,M04,Excavation,Clear,Rocky,Expert,4.0,85,97
T0937,OP11,M05,Hauling,Clear,Flat,Beginner,6.7,45,56
T0938,OP11,M05,Hauling,Clear,Flat,Beginner,6.7,40,49
T0939,OP11,M05,Hauling,Clear,Flat,Beginner,6.7,45,48
T0940,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,60,74
T0941,OP11,M05,Hauling,Clear,Rocky,Beginner,6.7,45,57
T0942,OP12,M06,Grading,Clear,Muddy,Expert,2.4,75,81
T0943,OP12,M06,Grading,Clear,Sloped,Expert,2.4,65,69
T0944,OP12,M06,Grading,Clear,Muddy,Expert,2.4,60,69
T0945,OP12,M06,Grading,Clear,Flat,Expert,2.4,45,41
T0946,OP12,M06,Grading,Clear,Flat,Expert,2.4,65,64
T0947,OP01,M01,Trenching,Rainy,Flat,Beginner,3.2,45,72
T0948,OP01,M01,Loading,Rainy,Rocky,Beginner,3.2,30,50
T0949,OP01,M01,Loading,Rainy,Flat,Beginner,3.2,40,64
T0950,OP01,M01,Excavation,Rainy,Sloped,Beginner,3.2,60,103
T0951,OP01,M01,Loading,Rainy,Muddy,Beginner,3.2,40,66
T0952,OP02,M02,Hauling,Rainy,Muddy,Intermediate,5.5,40,53
T0953,OP02,M02,Hauling,Rainy,Rocky,Intermediate,5.5,40,51
T0954,OP02,M02,Hauling,Rainy,Sloped,Intermediate,5.5,60,80
T0955,OP02,M02,Loading,Rainy,Rocky,Intermediate,5.5,25,34
T0956,OP02,M02,Hauling,Rainy,Rocky,Intermediate,5.5,35,48
T0957,OP03,M03,Loading,Rainy,Rocky,Intermediate,8.1,40,54
T0958,OP03,M03,Excavation,Rainy,Flat,Intermediate,8.1,90,123
T0959,OP03,M03,Excavation,Rainy,Flat,Intermediate,8.1,50,66
T0960,OP03,M03,Trenching,Rainy,Muddy,Intermediate,8.1,75,113
T0961,OP03,M03,Trenching,Rainy,Rocky,Intermediate,8.1,55,74
T0962,OP04,M04,Grading,Rainy,Muddy,Expert,4.0,70,87
T0963,OP04,M04,Excavation,Rainy,Rocky,Expert,4.0,70,86
T0964,OP04,M04,Grading,Rainy,Rocky,Expert,4.0,50,60
T0965,OP04,M04,Grading,Rainy,Rocky,Expert,4.0,50,63
T0966,OP04,M04,Grading,Rainy,Muddy,Expert,4.0,60,76
T0967,OP05,M05,Hauling,Rainy,Muddy,Expert,6.7,50,70
T0968,OP05,M05,Hauling,Rainy,Rocky,Expert,6.7,35,43
T0969,OP05,M05,Hauling,Rainy,Muddy,Expert,6.7,35,46
T0970,OP05,M05,Hauling,Rainy,Muddy,Expert,6.7,35,44
T0971,OP05,M05,Hauling,Rainy,Flat,Expert,6.7,55,61
T0972,OP06,M06,Grading,Rainy,Sloped,Beginner,2.4,40,65
T0973,OP06,M06,Grading,Rainy,Muddy,Beginner,2.4,55,93
T0974,OP06,M06,Grading,Rainy,Muddy,Beginner,2.4,55,93
T0975,OP07,M01,Excavation,Rainy,Muddy,Intermediate,3.2,65,85
T0976,OP07,M01,Loading,Rainy,Muddy,Intermediate,3.2,40,56
T0977,OP07,M01,Trenching,Rainy,Muddy,Intermediate,3.2,60,79
T0978,OP07,M01,Excavation,Rainy,Sloped,Intermediate,3.2,55,69
T0979,OP07,M01,Excavation,Rainy,Muddy,Intermediate,3.2,65,95
T0980,OP08,M02,Hauling,Rainy,Muddy,Beginner,5.5,35,60
T0981,OP08,M02,Loading,Rainy,Muddy,Beginner,5.5,30,53
T0982,OP08,M02,Hauling,Rainy,Rocky,Beginner,5.5,35,59
T0983,OP08,M02,Loading,Rainy,Sloped,Beginner,5.5,40,64
T0984,OP08,M02,Hauling,Rainy,Sloped,Beginner,5.5,35,57
T0985,OP09,M03,Trenching,Rainy,Muddy,Intermediate,8.1,70,103
T0986,OP09,M03,Excavation,Rainy,Flat,Intermediate,8.1,50,64
T0987,OP09,M03,Loading,Rainy,Rocky,Intermediate,8.1,25,35
T0988,OP10,M04,Excavation,Rainy,Rocky,Expert,4.0,70,81
T0989,OP10,M04,Excavation,Rainy,Flat,Expert,4.0,80,88
T0990,OP10,M04,Grading,Rainy,Muddy,Expert,4.0,45,58
T0991,OP10,M04,Excavation,Rainy,Flat,Expert,4.0,85,102
T0992,OP10,M04,Excavation,Rainy,Muddy,Expert,4.0,65,84
T0993,OP11,M05,Hauling,Rainy,Muddy,Beginner,6.7,55,98
T0994,OP11,M05,Hauling,Rainy,Sloped,Beginner,6.7,60,96
T0995,OP11,M05,Hauling,Rainy,Muddy,Beginner,6.7,55,96
T0996,OP11,M05,Hauling,Rainy,Flat,Beginner,6.7,35,57
T0997,OP12,M06,Grading,Rainy,Flat,Expert,2.4,55,58
T0998,OP12,M06,Grading,Rainy,Muddy,Expert,2.4,70,92
T0999,OP12,M06,Grading,Rainy,Flat,Expert,2.4,55,58
T1000,OP12,M06,Grading,Rainy,Flat,Expert,2.4,45,48
